,city,college,heightFt,heightIn,location,player,position,rank,rate,school,score,state,weight,year
60232,Huntington Beach,Boise State,6,0,"Huntington Beach, CA, united states of america",Dominique Vinson,WR,1823,2,Edison,0.7500,CA,165,2008
60233,Troy,Eastern Michigan,5,11,"Troy, OH, united states of america",Corey Brown,RB,1824,2,Troy,0.7469,OH,180,2008
60234,Clyde,Bowling Green,6,2,"Clyde, OH, united states of america",Jerry Phillips,K,1825,2,Clyde,0.7444,OH,220,2008
60235,Beaumont,Texas Tech,5,11,"Beaumont, TX, united states of america",Donnie Carona,K,1826,2,Monsignor Kelly Catholic,0.7444,TX,218,2008
60236,Chula Vista,San Diego State,6,4,"Chula Vista, CA, united states of america",Henry Simon,DT,1827,2,Eastlake,0.7444,CA,275,2008
60237,Clarksville,Navy,6,1,"Clarksville, MD, united states of america",Jonathan Hill,OLB,1828,2,River Hill,0.7444,MD,230,2008
60238,Miami,Central Michigan,5,10,"Miami, FL, united states of america",John Williams,DT,1829,2,Miami Central,0.7444,FL,272,2008
60239,Arlington,Army,6,4,"Arlington, VA, united states of america",Matt Dillon,DT,1830,2,Bishop O'Connell,0.7444,VA,280,2008
60240,Spearfish,Rice,6,6,"Spearfish, SD, united states of america",Kyle Martens,K,1831,2,Spearfish - 01,0.7444,SD,185,2008
60241,Memphis,Memphis,6,0,"Memphis, TN, united states of america",Marcus Hightower,WR,1832,2,Whitehaven,0.7444,TN,175,2008
60242,Kansas City,Army,6,5,"Kansas City, MO, united states of america",Jake Arbanas,TE,1833,2,Rockhurst,0.7444,MO,188,2008
60243,Bound Brook,Temple,6,4,"Bound Brook, NJ, united states of america",Deven Baker,WR,1834,2,Bound Brook,0.7444,NJ,190,2008
60244,Evensville,Middle Tennessee State,6,4,"Evensville, TN, united states of america",Brandon McLeroy,OG,1835,2,Rhea County,0.7444,TN,285,2008
60245,Cincinnati,Eastern Michigan,6,0,"Cincinnati, OH, united states of america",Darrion Brown,WR,1836,2,Withrow,0.7444,OH,170,2008
60246,Oxford,SMU,6,1,"Oxford, MI, united states of america",Zach Line,ILB,1837,2,Oxford,0.7444,MI,210,2008
60247,Sweet Water,UAB,6,3,"Sweet Water, AL, united states of america",Drew Luker,S,1838,2,Sweet Water Sch,0.7444,AL,175,2008
60248,Hudsonville,Stanford,6,2,"Hudsonville, MI, united states of america",Alex Debniak,OLB,1839,2,Hudsonville,0.7444,MI,220,2008
60249,Moreno Valley,Fresno State,6,3,"Moreno Valley, CA, united states of america",Richard Helepiko,OG,1840,2,Moreno Valley,0.7444,CA,275,2008
60250,Charlestown,Eastern Michigan,6,3,"Charlestown, IN, united states of america",Alex Beierwalter,PRO,1840,2,Charlestown Senior Sch,0.7444,IN,195,2008
60251,Upland,Idaho,6,0,"Upland, CA, united states of america",Treshawn Robinson,OLB,1842,2,Upland,0.7444,CA,220,2008
60252,Loomis,Nevada,6,2,"Loomis, CA, united states of america",Jack Reynoso,SDE,1843,2,Del Oro,0.7444,CA,240,2008
60253,Tulsa,Iowa State,6,3,"Tulsa, OK, united states of america",Stephen Ruempolhamer,DT,1844,2,Union,0.7444,OK,280,2008
60254,Arlington,North Texas,6,4,"Arlington, TX, united states of america",Joe Hawthorne,DT,1845,2,Martin,0.7444,TX,250,2008
60255,Galena Park,Fresno State,6,1,"Galena Park, TX, united states of america",Chase McEntee,DT,1846,2,Galena Park,0.7444,TX,252,2008
60256,Destrehan,Louisiana-Lafayette,6,0,"Destrehan, LA, united states of america",Chris Richard,S,1847,2,Destrehan,0.7444,LA,205,2008
60257,San Antonio,Army,6,3,"San Antonio, TX, united states of america",David Ford,OLB,1848,2,Antonian College Prep,0.7444,TX,255,2008
60258,Towson,Temple,6,5,"Towson, MD, united states of america",Sean Boyle,OT,1849,2,Calvert Hall College,0.7444,MD,280,2008
60259,Lone Oak,Louisiana-Monroe,6,2,"Lone Oak, TX, united states of america",Daniel Hanson,OG,1850,2,Lone Oak,0.7444,TX,275,2008
60960,Hollywood,Troy,6,1,"Hollywood, FL, united states of america",Calvin Francois,DT,1851,2,Hollywood Hills,0.7444,FL,275,2008
60961,Traverse City,Central Michigan,6,4,"Traverse City, MI, united states of america",Darren Keyton,OT,1852,2,Traverse City West,0.7444,MI,280,2008
60962,Na,Baylor,6,1,"Na, NA, united states of america",Fredric Plesius,ILB,1853,2,Champlain-Lennoxville,0.7444,NA,243,2008
60963,New Orleans,Tulane,6,0,"New Orleans, LA, united states of america",Alex Lauricella,CB,1854,2,John Curtis,0.7444,LA,180,2008
60964,Helena,Wyoming,6,4,"Helena, MT, united states of america",Josh Leonard,OT,1855,2,Helena,0.7444,MT,230,2008
60965,Bethesda,Connecticut,6,5,"Bethesda, MD, united states of america",Adam Masters,OT,1856,2,Walt Whitman,0.7444,MD,280,2008
60966,Albion,Buffalo,6,3,"Albion, NY, united states of america",David Skrip,OG,1857,2,Charles D'amico,0.7444,NY,285,2008
60967,Southlake,North Texas,6,2,"Southlake, TX, united states of america",Nick Leppo,OG,1858,2,Southlake Carroll,0.7444,TX,245,2008
60968,Buford,Miami (OH),6,2,"Buford, GA, united states of america",Jaytee Swanson,OLB,1859,2,Buford,0.7444,GA,195,2008
60969,Dayton,Connecticut,6,6,"Dayton, OH, united states of america",Teddy Jennings,TE,1860,2,Chaminade Julienne,0.7444,OH,210,2008
60970,Burlington,Duke,6,2,"Burlington, NC, united states of america",Tony Foster,WR,1861,2,Walter M Williams,0.7444,NC,170,2008
60971,Okeechobee,Marshall,6,1,"Okeechobee, FL, united states of america",Leshawn Henderson,CB,1862,2,Okeechobee,0.7444,FL,180,2008
60972,Warren,Central Michigan,6,3,"Warren, MI, united states of america",David Blackburn,TE,1863,2,De La Salle Collegiate,0.7444,MI,250,2008
60973,Newark,Temple,6,2,"Newark, NJ, united states of america",Tahir Whitehead,S,1864,2,West Side,0.7444,NJ,220,2008
60974,Nashville,Army,6,3,"Nashville, TN, united states of america",Matt Arent,PRO,1865,2,Hillsboro,0.7444,TN,208,2008
60975,Stillwater,Northwestern,6,5,"Stillwater, MN, united states of america",Brian Arnfelt,WDE,1866,2,Stillwater Senior,0.7444,MN,243,2008
60976,Buena Vista,Wyoming,6,5,"Buena Vista, CO, united states of america",Corey Orth,WDE,1867,2,Buena Vista,0.7444,CO,235,2008
60977,Murfreesboro,Navy,6,5,"Murfreesboro, TN, united states of america",David Sumrall,OG,1868,2,Riverdale,0.7444,TN,260,2008
60978,Columbia,Army,5,7,"Columbia, MD, united states of america",Kelechi Odocha,APB,1869,2,Atholton,0.7444,MD,170,2008
60979,Santa Clarita,Middle Tennessee State,6,5,"Santa Clarita, CA, united states of america",Chris McClover,WR,1870,2,Saugus,0.7444,CA,185,2008
60980,New Orleans,Louisiana-Lafayette,6,0,"New Orleans, LA, united states of america",Derreck Dean,DT,1871,2,McDonogh 35,0.7444,LA,280,2008
60981,South Jordan,Brigham Young,6,0,"South Jordan, UT, united states of america",Iona Pritchard,ILB,1872,2,Bingham,0.7444,UT,220,2008
60982,Carthage,Baylor,6,0,"Carthage, TX, united states of america",Rodney Chadwick,OLB,1873,2,Carthage,0.7444,TX,215,2008
60983,Painesville,Bowling Green,6,1,"Painesville, OH, united states of america",Lane Robilotto,CB,1874,2,Riverside Jr/sr,0.7444,OH,180,2008
60984,Kennewick,Washington State,6,1,"Kennewick, WA, united states of america",Mike Ledgerwood,ILB,1875,2,River View,0.7444,WA,210,2008
60985,Deer Park,Army,6,1,"Deer Park, TX, united states of america",Chad Littlejohn,FB,1876,2,Deer Park,0.7444,TX,240,2008
60986,Lutcher,Louisiana-Lafayette,6,0,"Lutcher, LA, united states of america",Blaine Gautier,PRO,1877,2,Lutcher,0.7444,LA,194,2008
60987,Mason,Kent State,6,4,"Mason, OH, united states of america",Josh Kline,OG,1878,2,William Mason,0.7444,OH,270,2008
60988,Cincinnati,Georgia Tech,6,3,"Cincinnati, OH, united states of america",Quentin Sims,WR,1879,2,Colerain,0.7444,OH,170,2008
60989,West Chester,Miami (OH),6,1,"West Chester, OH, united states of america",D.J. Brown,CB,1880,2,Lakota West,0.7444,OH,170,2008
60990,Newark,Army,5,11,"Newark, DE, united states of america",Alex Carlton,K,1881,2,Newark,0.7444,DE,165,2008
60991,Houston,Rice,5,10,"Houston, TX, united states of america",Denzel Wells,WR,1882,2,Cy Falls,0.7444,TX,175,2008
60992,Middletown,Bowling Green,6,7,"Middletown, OH, united states of america",Chip Robinson,OT,1883,2,Middletown,0.7444,OH,340,2008
60993,Toledo,Ohio,6,4,"Toledo, OH, united states of america",Eric Herman,SDE,1884,2,Central Catholic,0.7444,OH,265,2008
60994,Piscataway,Iowa,6,5,"Piscataway, NJ, united states of america",J.D. Griggs,SDE,1885,2,Piscataway Twp,0.7444,NJ,220,2008
60995,Tolleson,Idaho,6,1,"Tolleson, AZ, united states of america",Guy Reynolds,OG,1886,2,Westview,0.7444,AZ,321,2008
60996,Baton Rouge,Louisiana-Lafayette,6,3,"Baton Rouge, LA, united states of america",Ronald Clark,OG,1887,2,Desire Street Academy,0.7444,LA,300,2008
60997,Harrisburg,Temple,6,2,"Harrisburg, PA, united states of america",Adrian Robinson,ILB,1888,2,Harrisburg,0.7444,PA,217,2008
60998,Morro Bay,San Diego State,6,5,"Morro Bay, CA, united states of america",Jerome Long,SDE,1889,2,Morro Bay,0.7444,CA,250,2008
60999,Steamboat Springs,Colorado State,5,11,"Steamboat Springs, CO, united states of america",Ben DeLine,K,1890,2,Steamboat Springs,0.7444,CO,150,2008
61000,Kennett Square,Temple,6,4,"Kennett Square, PA, united states of america",Steve Caputo,OG,1891,2,Unionville,0.7444,PA,315,2008
61001,Cleveland,Ball State,5,8,"Cleveland, OH, united states of america",Torieal Gibson,WR,1892,2,Glenville,0.7444,OH,160,2008
61002,Kearney,Nebraska,6,0,"Kearney, NE, united states of america",Brett Maher,P,1893,2,Kearney,0.7444,NE,185,2008
61003,Indianapolis,Ball State,6,5,"Indianapolis, IN, united states of america",Cameron Lowry,OT,1894,2,Pike,0.7444,IN,252,2008
61004,Baton Rouge,Louisiana-Lafayette,6,4,"Baton Rouge, LA, united states of america",Emeka Onyenekwu,SDE,1895,2,McKinley,0.7444,LA,210,2008
61005,Olympia,Idaho,6,4,"Olympia, WA, united states of america",Hank Bryant,WDE,1896,2,Tumwater,0.7444,WA,220,2008
61006,Scottsdale,Boise State,6,4,"Scottsdale, AZ, united states of america",Joe Kellogg,OG,1897,2,Saguaro,0.7444,AZ,290,2008
61007,Dayton,Eastern Michigan,6,4,"Dayton, OH, united states of america",Drew Serruto,SDE,1898,2,Centerville,0.7444,OH,250,2008
61008,Houston,Connecticut,6,0,"Houston, TX, united states of america",Michael Smith,WR,1899,2,Westside,0.7444,TX,183,2008
61009,Topeka,Wyoming,5,10,"Topeka, KS, united states of america",James Caraway,CB,1900,2,Highland Park,0.7444,KS,175,2008
61710,Tulare,Nevada,6,5,"Tulare, CA, united states of america",Stephen Werner,OT,1901,2,Tulare Western,0.7444,CA,315,2008
61711,West Bloomfield,Iowa,6,3,"West Bloomfield, MI, united states of america",Jason Semmes,WDE,1902,2,St. Mary's,0.7444,MI,218,2008
61712,Baton Rouge,SMU,6,2,"Baton Rouge, LA, united states of america",Jordan Free,OG,1903,2,Parkview Baptist School,0.7444,LA,263,2008
61713,Fort Walton Beach,Troy,6,2,"Fort Walton Beach, FL, united states of america",Felton Payton,WR,1904,2,Fort Walton Beach,0.7444,FL,187,2008
61714,Dumfries,Kent State,6,0,"Dumfries, VA, united states of america",Abdul Kanneh,S,1905,2,Potomac,0.7444,VA,175,2008
61715,Beachwood,Northwestern,6,3,"Beachwood, OH, united states of america",Evan Luxenburg,DT,1906,2,Beachwood,0.7444,OH,280,2008
61716,Jackson,Central Michigan,6,6,"Jackson, MI, united states of america",Darryll Stinson,WDE,1907,2,Jackson,0.7444,MI,230,2008
61717,Pompano Beach,FIU,5,11,"Pompano Beach, FL, united states of america",Chris Charles,S,1908,2,Coral Springs Charter,0.7444,FL,180,2008
61718,Hoover,UAB,6,2,"Hoover, AL, united states of america",Chase Daniel,S,1909,2,Hoover,0.7444,AL,200,2008
61719,Des Moines,Iowa,5,9,"Des Moines, IA, united states of america",Adam Robinson,RB,1910,2,Lincoln,0.7444,IA,185,2008
61720,Dayton,Eastern Michigan,6,3,"Dayton, OH, united states of america",David Dick,DT,1911,2,Chaminade Julienne,0.7444,OH,290,2008
61721,Palos Verdes Peninsula,Army,5,10,"Palos Verdes Peninsula, CA, united states of america",Tom Balough,K,1912,2,Chadwick School,0.7444,CA,170,2008
61722,Lithonia,Marshall,6,4,"Lithonia, GA, united states of america",Darryn Davis,OT,1913,2,Martin Luther King Jr.,0.7444,GA,300,2008
61723,Youngstown,Nebraska,5,10,"Youngstown, OH, united states of america",Tim Marlowe,ATH,1914,2,Cardinal Mooney,0.7444,OH,165,2008
61724,Dover,Kent State,5,8,"Dover, OH, united states of america",Matt Rinehart,K,1915,2,Dover,0.7444,OH,152,2008
61725,Evansville,Army,6,2,"Evansville, IN, united states of america",Paul McIntosh,PRO,1916,2,Reitz Memorial,0.7444,IN,191,2008
61726,Newtown,Syracuse,6,1,"Newtown, PA, united states of america",Shane Kimmel,ILB,1917,2,Council Rock North,0.7444,PA,235,2008
61727,Coppell,Temple,5,11,"Coppell, TX, united states of america",Marlin Terrell,CB,1918,2,Coppell,0.7444,TX,176,2008
61728,Houston,Tulane,6,2,"Houston, TX, united states of america",Chris Asumnu,DT,1919,2,Alief Elsik,0.7444,TX,255,2008
61729,Sheridan,SMU,5,8,"Sheridan, AR, united states of america",Bryce Lunday,ATH,1920,2,Sheridan,0.7444,AR,176,2008
61730,Ozark,Arkansas State,6,3,"Ozark, MO, united states of america",Nathan Herrold,OLB,1921,2,Ozark,0.7444,MO,218,2008
61731,Leesville,Arkansas State,6,4,"Leesville, LA, united states of america",Allen Muse,WR,1922,2,Leesville,0.7444,LA,196,2008
61732,Lansing,Central Michigan,6,4,"Lansing, MI, united states of america",Mike Repovz,WDE,1923,2,Lansing Catholic,0.7444,MI,215,2008
61733,Grand Rapids,Ball State,6,2,"Grand Rapids, MI, united states of america",Scott Kovanda,K,1924,2,Catholic Central,0.7444,MI,195,2008
61734,Winter Park,Troy,5,9,"Winter Park, FL, united states of america",Chris Perry,ATH,1925,2,Lake Howell,0.7444,FL,180,2008
61735,Rolling Meadows,New Mexico,6,2,"Rolling Meadows, IL, united states of america",Tynell Kirk,WR,1926,2,Rolling Meadows,0.7444,IL,180,2008
61736,Chesterton,Central Michigan,6,5,"Chesterton, IN, united states of america",Grant Cartwright,OG,1927,2,Chesterton Senior,0.7444,IN,245,2008
61737,New Middletown,Akron,6,1,"New Middletown, OH, united states of america",Nate Schuler,OLB,1928,2,Springfield,0.7444,OH,208,2008
61738,San Marcos,Utah State,6,3,"San Marcos, CA, united states of america",Joe Moreno,TE,1929,2,Mission Hills,0.7444,CA,221,2008
61739,Miami,FIU,5,10,"Miami, FL, united states of america",T.Y. Hilton,WR,1930,2,Miami Springs Senior,0.7444,FL,160,2008
61740,Mobile,Louisiana Tech,6,0,"Mobile, AL, united states of america",Solomon Randle,ILB,1931,2,John L Leflore Preparatory Acad,0.7444,AL,208,2008
61741,Nashville,Navy,5,8,"Nashville, TN, united states of america",Demetrous Garrett,WR,1932,2,Hillsboro,0.7444,TN,160,2008
61742,Plano,UNLV,6,4,"Plano, TX, united states of america",Beau Brence,WDE,1933,2,Plano,0.7444,TX,230,2008
61743,Salem,Oregon State,6,3,"Salem, OR, united states of america",Jordan Bishop,WR,1934,2,West Salem,0.7444,OR,195,2008
61744,Littleton,Colorado State,6,5,"Littleton, CO, united states of america",Zach Tiedgen,WDE,1935,2,ThunderRidge,0.7444,CO,225,2008
61745,Aurora,New Mexico,6,2,"Aurora, IL, united states of america",Spencer Merritt,OLB,1936,2,Waubonsie Valley,0.7444,IL,187,2008
61746,Newark,Bowling Green,6,4,"Newark, OH, united states of america",Tim German,OT,1937,2,Licking Valley,0.7444,OH,286,2008
61747,Chesapeake,Marshall,6,2,"Chesapeake, VA, united states of america",Devin Arrington,S,1938,2,Deep Creek,0.7444,VA,190,2008
61748,Baytown,Army,6,0,"Baytown, TX, united states of america",Josh Jones,PRO,1939,2,Lee,0.7444,TX,190,2008
61749,Los Alamitos,Boise State,6,4,"Los Alamitos, CA, united states of america",Darren Koontz,OT,1940,2,Los Alamitos,0.7444,CA,247,2008
61750,Warren,Tulsa,6,0,"Warren, AR, united states of america",Cody Lambert,CB,1941,2,Warren,0.7444,AR,179,2008
61751,Austin,Louisiana Tech,6,3,"Austin, TX, united states of america",R.P. Stuart,WR,1942,2,Anderson,0.7444,TX,202,2008
61752,Stockton,Nevada,6,4,"Stockton, CA, united states of america",Mark Avery,DT,1943,2,Stagg Senior,0.7444,CA,265,2008
61753,Philadelphia,Temple,6,3,"Philadelphia, PA, united states of america",Quinten White,OLB,1944,2,Cardinal Dougherty,0.7444,PA,200,2008
61754,Bayville,Princeton,6,3,"Bayville, NJ, united states of america",Mike Catapano,FB,1945,2,Central Regional,0.7444,NJ,234,2008
61755,Lafayette,Louisiana-Monroe,6,1,"Lafayette, LA, united states of america",Jonathan Morvant,DUAL,1946,2,Acadiana,0.7444,LA,181,2008
61756,Birmingham,Nebraska,5,11,"Birmingham, AL, united states of america",Mason Wald,S,1947,2,Vestavia Hills,0.7444,AL,195,2008
61757,Newhall,New Mexico,6,3,"Newhall, CA, united states of america",B.R. Holbrook,PRO,1948,2,Hart,0.7444,CA,166,2008
61758,Bossier City,Louisiana-Monroe,6,3,"Bossier City, LA, united states of america",Giorgio Bryant,ATH,1949,2,Bossier,0.7444,LA,185,2008
61759,Dresden,Akron,6,5,"Dresden, OH, united states of america",Adam Bice,OG,1950,2,Tri-valley,0.7444,OH,255,2008
62460,Newbury Park,Louisiana Tech,6,2,"Newbury Park, CA, united states of america",Colby Cameron,PRO,1951,2,Newbury Park,0.7444,CA,168,2008
62461,Towson,Temple,6,5,"Towson, MD, united states of america",Pat Boyle,OT,1952,2,Calvert Hall College,0.7444,MD,280,2008
62462,Cheshire,Connecticut,6,3,"Cheshire, CT, united states of america",Ryan Wirth,WDE,1953,2,Cheshire Academy,0.7444,CT,265,2008
62463,Knoxville,Duke,6,5,"Knoxville, TN, united states of america",Conor Irwin,OT,1954,2,Knoxville Central,0.7444,TN,245,2008
62464,Massillon,Ball State,6,3,"Massillon, OH, united states of america",Steve Yoder,WDE,1955,2,Washington,0.7438,OH,273,2008
62465,Lake Charles,Tulane,6,1,"Lake Charles, LA, united states of america",Nathan Austin,RB,1956,2,Barbe,0.7424,LA,193,2008
62466,Hialeah,Central Michigan,5,9,"Hialeah, FL, united states of america",Paris Cotton,RB,1957,2,Hialeah,0.7406,FL,170,2008
62467,Honolulu,Idaho,5,9,"Honolulu, HI, united states of america",Kama Bailey,RB,1958,2,Damien Memorial School,0.7375,HI,168,2008
62468,Granite Bay,San Jose State,6,0,"Granite Bay, CA, united states of america",Peyton Thompson,RB,1959,2,Granite Bay,0.7375,CA,170,2008
62469,Wahiawa,Hawaii,6,1,"Wahiawa, HI, united states of america",Art Laurel,OLB,1960,2,Leilehua,0.7344,HI,205,2008
62470,Jenks,Tulsa,5,9,"Jenks, OK, united states of america",Chris Adkins,RB,1961,2,Jenks,0.7333,OK,180,2008
62471,Portland,Rice,6,5,"Portland, OR, united states of america",Luke Willson,TE,1962,2,Lasalle,0.7333,OR,240,2008
62472,Garden City,Idaho,6,0,"Garden City, KS, united states of america",Faleaoga Faumui,DT,1963,2,Garden City Sr,0.7333,KS,309,2008
62473,Concord,Bowling Green,5,9,"Concord, CA, united states of america",Robert Lorenzi,CB,1964,2,Clayton Valley,0.7333,CA,170,2008
62474,Bakersfield,Akron,6,1,"Bakersfield, CA, united states of america",Dashan Miller,WR,1965,2,Bakersfield,0.7333,CA,190,2008
62475,Lancaster,Washington State,6,6,"Lancaster, CA, united states of america",Tyson Pencer,SDE,1966,2,Desert Sands Charter,0.7333,CA,260,2008
62476,Richmond,Buffalo,6,4,"Richmond, VA, united states of america",Willey Moseley,SDE,1967,2,Varina,0.7333,VA,225,2008
62477,Thompson's Station,Buffalo,6,1,"Thompson's Station, TN, united states of america",Issac Baugh,S,1968,2,Independence,0.7333,TN,180,2008
62478,Mansfield,Utah State,6,4,"Mansfield, TX, united states of america",Patrick Dvoracek,OG,1969,2,Mansfield,0.7333,TX,290,2008
62479,Pen Argyl,Buffalo,6,3,"Pen Argyl, PA, united states of america",Richie Smith,DT,1970,2,Pen Argyl Area,0.7333,PA,300,2008
62480,Mobile,Connecticut,6,1,"Mobile, AL, united states of america",Jory Johnson,OLB,1971,2,St. Paul's Episcopal,0.7333,AL,220,2008
62481,Tucker,East Carolina,6,4,"Tucker, GA, united states of america",Robert Jones,DT,1972,2,Tucker,0.7333,GA,235,2008
62482,Pittsburgh,Toledo,6,1,"Pittsburgh, PA, united states of america",Terrell Anderson,OLB,1973,2,Central Catholic,0.7333,PA,204,2008
62483,Islip,Army,5,11,"Islip, NY, united states of america",Malcolm Brown,ATH,1974,2,Islip,0.7222,NY,170,2008
62484,Greenville,East Carolina,6,2,"Greenville, NC, united states of america",Max Joyner,S,1975,2,J.H. Rose,0.7222,NC,180,2008
62485,Rockwall,SMU,6,0,"Rockwall, TX, united states of america",Braden Smith,PRO,1976,2,Rockwall,0.7222,TX,190,2008
62486,Inkster,Central Michigan,6,1,"Inkster, MI, united states of america",Armand Staten,OLB,1977,2,Inkster,0.7222,MI,189,2008
